ID;nps_question;csat_atendimento;csat_ambiente;csat_qualidade;date;city
ID2940;5;3;2;1;22/01/2023;Ribeirao Preto
ID2941;3;2;2;5;04/01/2023;Bauru
ID2942;4;4;5;1;17/05/2023;Piracicaba
ID2943;1;4;3;4;16/09/2023;Marilia
ID2944;5;5;5;3;05/08/2023;Ribeirao Preto
ID2945;3;4;3;4;18/09/2023;Bauru
ID2946;1;2;3;1;03/12/2023;Piracicaba
ID2947;1;3;2;4;29/01/2023;Marilia
ID2948;9;2;5;1;22/04/2023;Ribeirao Preto
ID2949;3;2;3;2;29/05/2023;Bauru
ID2950;4;2;1;3;26/04/2023;Piracicaba
ID2951;6;1;3;1;12/02/2023;Marilia
ID2952;9;4;4;5;31/10/2023;Ribeirao Preto
ID2953;9;2;1;3;31/05/2023;Bauru
ID2954;3;3;3;1;16/10/2023;Piracicaba
ID2955;8;2;1;1;13/03/2023;Marilia
ID2956;1;3;2;1;13/12/2023;Ribeirao Preto
ID2957;10;5;5;2;22/12/2023;Bauru
ID2958;1;3;5;3;22/09/2023;Piracicaba
ID2959;7;5;2;5;09/12/2023;Marilia
ID2960;6;1;4;4;02/11/2023;Ribeirao Preto
ID2961;7;5;2;4;19/11/2023;Bauru
ID2962;5;2;4;3;10/06/2023;Piracicaba
ID2963;8;1;4;2;15/08/2023;Marilia
ID2964;10;5;4;3;10/09/2023;Ribeirao Preto
ID2965;1;4;1;1;25/09/2023;Bauru
ID2966;1;1;2;1;10/05/2023;Piracicaba
ID2967;10;1;1;1;27/01/2023;Marilia
ID2968;8;4;1;4;27/11/2023;Ribeirao Preto
ID2969;3;3;3;3;15/08/2023;Bauru
ID2970;4;5;4;4;02/01/2023;Piracicaba
ID2971;8;4;2;4;30/12/2023;Marilia
ID2972;5;2;2;1;17/05/2023;Ribeirao Preto
ID2973;3;5;4;4;31/10/2023;Bauru
ID2974;10;1;2;3;20/03/2023;Piracicaba
ID2975;1;2;1;3;06/08/2023;Marilia
ID2976;1;3;2;1;18/12/2023;Ribeirao Preto
ID2977;4;4;5;3;11/09/2023;Bauru
ID2978;2;4;3;2;05/11/2023;Piracicaba
ID2979;5;4;2;2;11/02/2023;Marilia
ID2980;9;4;5;3;04/04/2023;Ribeirao Preto
ID2981;8;1;3;5;21/07/2023;Bauru
ID2982;5;4;5;3;02/02/2023;Piracicaba
ID2983;2;3;5;4;19/09/2023;Marilia
ID2984;10;1;3;1;13/10/2023;Ribeirao Preto
ID2985;4;5;3;5;06/05/2023;Bauru
ID2986;2;4;3;4;17/03/2023;Piracicaba
ID2987;2;2;1;3;18/09/2023;Marilia
ID2988;4;4;4;3;10/07/2023;Ribeirao Preto
ID2989;9;2;3;5;26/03/2023;Bauru
ID2990;2;3;1;3;23/08/2023;Piracicaba
ID2991;4;5;4;1;19/07/2023;Marilia
ID2992;2;4;3;4;22/11/2023;Ribeirao Preto
ID2993;10;5;2;3;08/11/2023;Bauru
ID2994;7;1;4;1;17/10/2023;Piracicaba
ID2995;4;1;1;3;08/08/2023;Marilia
ID2996;10;3;1;5;03/08/2023;Ribeirao Preto
ID2997;7;2;1;5;07/02/2023;Bauru
ID2998;2;3;1;2;18/11/2023;Piracicaba
ID2999;2;2;2;1;06/02/2023;Marilia
ID3000;6;5;5;3;10/09/2023;Ribeirao Preto
ID3001;10;1;3;1;20/04/2023;Bauru
ID3002;1;3;1;2;09/12/2023;Piracicaba
ID3003;8;2;4;2;07/03/2023;Marilia
ID3004;8;2;4;5;08/04/2023;Ribeirao Preto
ID3005;7;4;2;5;28/03/2023;Bauru
ID3006;10;1;3;1;14/10/2023;Piracicaba
ID3007;8;4;2;3;04/12/2023;Marilia
ID3008;10;3;1;1;07/05/2023;Ribeirao Preto
ID3009;3;4;5;5;19/07/2023;Bauru
ID3010;10;4;5;4;10/12/2023;Piracicaba
ID3011;2;5;5;1;11/03/2023;Marilia
ID3012;1;2;1;5;15/11/2023;Ribeirao Preto
ID3013;7;1;5;4;21/09/2023;Bauru
ID3014;6;3;4;4;11/11/2023;Piracicaba
ID3015;4;5;2;3;07/08/2023;Marilia
ID3016;7;3;1;3;27/01/2023;Ribeirao Preto
ID3017;1;5;2;1;30/11/2023;Bauru
ID3018;9;1;3;1;25/02/2023;Piracicaba
ID3019;9;4;3;5;08/06/2023;Marilia
ID3020;7;1;1;4;07/11/2023;Ribeirao Preto
ID3021;4;4;5;1;15/05/2023;Bauru
ID3022;7;3;1;3;14/02/2023;Piracicaba
ID3023;2;1;4;4;19/06/2023;Marilia
ID3024;10;1;2;3;22/07/2023;Ribeirao Preto
ID3025;4;4;2;1;23/01/2023;Bauru
ID3026;4;2;1;5;02/05/2023;Piracicaba
ID3027;1;3;1;2;02/01/2023;Marilia
ID3028;7;4;3;5;30/05/2023;Ribeirao Preto
ID3029;2;2;2;3;04/12/2023;Bauru
ID3030;6;3;5;5;18/09/2023;Piracicaba
ID3031;7;4;3;1;01/06/2023;Marilia
ID3032;8;2;3;1;23/09/2023;Ribeirao Preto
ID3033;4;2;3;3;06/03/2023;Bauru
ID3034;3;1;1;1;18/01/2023;Piracicaba
ID3035;1;3;3;4;05/04/2023;Marilia
ID3036;8;5;3;3;09/08/2023;Ribeirao Preto
ID3037;4;3;1;1;03/12/2023;Bauru
ID3038;8;3;3;5;10/07/2023;Piracicaba
ID3039;3;3;3;4;15/03/2023;Marilia
ID3040;1;3;2;4;01/05/2023;Ribeirao Preto
ID3041;5;4;1;1;24/02/2023;Bauru
ID3042;7;1;1;5;25/09/2023;Piracicaba
ID3043;10;2;4;1;24/10/2023;Marilia
ID3044;5;3;5;2;13/11/2023;Ribeirao Preto
ID3045;2;4;4;5;13/10/2023;Bauru
ID3046;10;3;1;4;02/05/2023;Piracicaba
ID3047;4;4;3;3;14/04/2023;Marilia
ID3048;8;5;1;5;29/11/2023;Ribeirao Preto
ID3049;4;5;4;2;19/09/2023;Bauru
ID3050;2;3;4;1;24/08/2023;Piracicaba
ID3051;4;5;1;5;24/12/2023;Marilia
ID3052;1;5;3;4;03/01/2023;Ribeirao Preto
ID3053;7;5;1;3;30/07/2023;Bauru
ID3054;6;4;1;1;24/05/2023;Piracicaba
ID3055;5;1;4;5;08/03/2023;Marilia
ID3056;7;5;3;3;25/02/2023;Ribeirao Preto
ID3057;2;2;1;3;10/01/2023;Bauru
ID3058;7;4;4;1;17/01/2023;Piracicaba
ID3059;2;2;1;1;27/12/2023;Marilia
ID3060;4;2;3;5;08/03/2023;Ribeirao Preto
ID3061;1;2;5;5;18/06/2023;Bauru
ID3062;5;1;1;3;14/09/2023;Piracicaba
ID3063;7;4;2;4;12/12/2023;Marilia
ID3064;8;4;5;1;26/12/2023;Ribeirao Preto
ID3065;2;2;1;1;08/12/2023;Bauru
ID3066;1;3;1;1;06/09/2023;Piracicaba
ID3067;3;3;2;1;21/11/2023;Marilia
ID3068;2;5;3;3;20/01/2023;Ribeirao Preto
ID3069;1;5;4;2;24/04/2023;Bauru
ID3070;10;3;2;2;10/12/2023;Piracicaba
ID3071;3;1;1;3;08/03/2023;Marilia
ID3072;10;5;2;5;16/09/2023;Ribeirao Preto
ID3073;1;3;1;3;13/08/2023;Bauru
ID3074;2;2;3;2;29/05/2023;Piracicaba
ID3075;4;1;3;3;09/07/2023;Marilia
ID3076;7;4;3;4;13/07/2023;Ribeirao Preto
ID3077;2;5;3;5;03/07/2023;Bauru
ID3078;10;3;1;4;27/12/2023;Piracicaba
ID3079;1;5;5;3;13/03/2023;Marilia
ID3080;1;4;3;2;09/07/2023;Ribeirao Preto
ID3081;8;5;1;1;15/06/2023;Bauru
ID3082;3;3;2;4;12/08/2023;Piracicaba
ID3083;8;5;1;5;28/10/2023;Marilia
ID3084;7;2;5;1;22/02/2023;Ribeirao Preto
ID3085;1;5;1;5;01/01/2023;Bauru
ID3086;10;3;3;2;28/09/2023;Piracicaba
ID3087;7;1;2;1;08/12/2023;Marilia
ID3088;8;2;4;2;29/11/2023;Ribeirao Preto
ID3089;6;5;5;3;06/09/2023;Bauru
ID3090;7;4;5;4;27/04/2023;Piracicaba
ID3091;6;5;4;5;11/08/2023;Marilia
ID3092;9;2;4;4;28/06/2023;Ribeirao Preto
ID3093;10;2;1;1;18/02/2023;Bauru
ID3094;5;5;1;1;18/10/2023;Piracicaba
ID3095;4;4;2;4;10/01/2023;Marilia
ID3096;6;4;1;4;05/02/2023;Ribeirao Preto
ID3097;5;5;2;5;18/02/2023;Bauru
ID3098;7;4;1;2;08/04/2023;Piracicaba
ID3099;10;2;5;2;31/10/2023;Marilia
ID3100;3;5;3;5;05/02/2023;Ribeirao Preto
ID3101;9;5;3;1;09/03/2023;Bauru
ID3102;1;5;4;1;15/06/2023;Piracicaba
ID3103;2;4;5;5;05/09/2023;Marilia
ID3104;10;3;3;4;28/08/2023;Ribeirao Preto
ID3105;1;1;1;3;24/10/2023;Bauru
ID3106;10;2;1;3;08/12/2023;Piracicaba
ID3107;4;1;1;4;23/04/2023;Marilia
ID3108;2;3;1;1;02/06/2023;Ribeirao Preto
ID3109;6;1;2;2;15/04/2023;Bauru
ID3110;9;5;1;5;01/07/2023;Piracicaba
ID3111;4;1;1;2;16/07/2023;Marilia
ID3112;7;3;4;3;13/12/2023;Ribeirao Preto
ID3113;6;3;5;3;10/11/2023;Bauru
ID3114;8;4;4;4;01/02/2023;Piracicaba
ID3115;6;3;4;3;29/03/2023;Marilia
ID3116;9;1;3;3;07/07/2023;Ribeirao Preto
ID3117;3;2;4;5;22/06/2023;Bauru
ID3118;6;2;1;5;01/03/2023;Piracicaba
ID3119;9;3;5;4;04/02/2023;Marilia
ID3120;8;2;1;5;15/02/2023;Ribeirao Preto
ID3121;3;2;1;5;05/04/2023;Bauru
ID3122;10;4;1;5;22/02/2023;Piracicaba
ID3123;2;2;4;4;17/01/2023;Marilia
ID3124;4;4;5;5;10/11/2023;Ribeirao Preto
ID3125;2;4;5;5;07/03/2023;Bauru
ID3126;7;3;4;5;09/08/2023;Piracicaba
ID3127;6;2;1;3;20/08/2023;Marilia
ID3128;6;3;2;3;27/09/2023;Ribeirao Preto
ID3129;9;5;2;4;25/09/2023;Bauru
ID3130;10;5;4;4;12/12/2023;Piracicaba
ID3131;9;3;1;3;30/10/2023;Marilia
ID3132;3;3;1;4;12/08/2023;Ribeirao Preto
ID3133;2;4;4;4;21/04/2023;Bauru
ID3134;8;2;3;2;15/08/2023;Piracicaba
ID3135;5;2;4;1;16/10/2023;Marilia
ID3136;5;3;3;1;06/11/2023;Ribeirao Preto
ID3137;7;1;1;3;03/09/2023;Bauru
ID3138;2;1;3;1;12/04/2023;Piracicaba
ID3139;1;1;3;1;19/08/2023;Marilia
ID3140;4;5;1;5;31/10/2023;Ribeirao Preto
ID3141;10;1;4;4;02/12/2023;Bauru
ID3142;4;4;3;1;11/10/2023;Piracicaba
ID3143;2;5;5;2;24/05/2023;Marilia
ID3144;5;5;5;2;01/06/2023;Ribeirao Preto
ID3145;6;4;1;4;19/08/2023;Bauru
ID3146;7;5;1;4;20/04/2023;Piracicaba
ID3147;7;3;5;5;08/05/2023;Marilia
ID3148;7;4;5;4;19/02/2023;Ribeirao Preto
ID3149;7;2;5;3;18/03/2023;Bauru
ID3150;7;2;5;5;19/12/2023;Piracicaba
ID3151;3;3;5;5;21/01/2023;Marilia
ID3152;6;5;1;4;13/08/2023;Ribeirao Preto
ID3153;10;5;5;2;17/08/2023;Bauru
ID3154;6;5;1;1;18/06/2023;Piracicaba
ID3155;1;2;3;4;07/11/2023;Marilia
ID3156;1;3;4;3;27/05/2023;Ribeirao Preto
ID3157;4;5;4;1;19/07/2023;Bauru
ID3158;5;3;3;3;28/07/2023;Piracicaba
ID3159;1;4;2;3;02/08/2023;Marilia
ID3160;1;5;5;2;25/05/2023;Ribeirao Preto
ID3161;3;4;3;3;24/12/2023;Bauru
ID3162;2;3;2;1;14/08/2023;Piracicaba
ID3163;9;2;5;1;01/04/2023;Marilia
ID3164;1;3;2;3;29/04/2023;Ribeirao Preto
ID3165;9;5;2;2;12/08/2023;Bauru
ID3166;2;3;5;3;12/06/2023;Piracicaba
ID3167;9;3;4;4;30/04/2023;Marilia
ID3168;10;4;5;3;02/09/2023;Ribeirao Preto
ID3169;4;2;4;1;18/07/2023;Bauru
ID3170;2;2;5;4;14/11/2023;Piracicaba
ID3171;10;4;2;2;28/02/2023;Marilia
ID3172;4;5;4;2;05/03/2023;Ribeirao Preto
ID3173;7;1;5;3;25/03/2023;Bauru
ID3174;4;3;4;4;09/03/2023;Piracicaba
ID3175;9;3;5;5;10/09/2023;Marilia
ID3176;3;1;4;4;11/07/2023;Ribeirao Preto
ID3177;6;2;3;5;18/10/2023;Bauru
ID3178;7;5;1;1;10/06/2023;Piracicaba
ID3179;3;3;2;4;17/12/2023;Marilia
ID3180;6;3;1;3;06/12/2023;Ribeirao Preto
ID3181;7;4;5;2;31/01/2023;Bauru
ID3182;6;5;5;1;11/09/2023;Piracicaba
ID3183;1;1;5;5;14/10/2023;Marilia
ID3184;9;4;3;5;05/10/2023;Ribeirao Preto
ID3185;3;1;5;4;11/07/2023;Bauru
ID3186;5;1;3;2;07/04/2023;Piracicaba
ID3187;6;2;5;5;18/10/2023;Marilia
ID3188;7;3;4;5;03/01/2023;Ribeirao Preto
ID3189;5;1;1;4;09/10/2023;Bauru
ID3190;4;1;2;3;12/03/2023;Piracicaba
ID3191;5;3;4;4;19/04/2023;Marilia
ID3192;3;4;5;2;25/04/2023;Ribeirao Preto
ID3193;6;5;5;4;17/06/2023;Bauru
ID3194;6;4;4;1;30/09/2023;Piracicaba
ID3195;2;1;2;2;21/07/2023;Marilia
ID3196;10;4;2;5;11/04/2023;Ribeirao Preto
ID3197;4;2;1;5;27/01/2023;Bauru
ID3198;8;4;2;3;18/12/2023;Piracicaba
ID3199;10;4;4;4;25/08/2023;Marilia
ID3200;2;2;2;2;14/02/2023;Ribeirao Preto
ID3201;9;1;2;2;23/11/2023;Bauru
ID3202;10;4;5;4;13/07/2023;Piracicaba
ID3203;5;2;2;3;05/04/2023;Marilia
ID3204;10;5;2;5;11/03/2023;Ribeirao Preto
ID3205;8;3;4;3;28/03/2023;Bauru
ID3206;9;1;2;1;16/12/2023;Piracicaba
ID3207;10;3;2;4;15/01/2023;Marilia
ID3208;10;4;4;4;09/03/2023;Ribeirao Preto
ID3209;4;3;3;3;15/08/2023;Bauru
ID3210;10;3;1;3;29/04/2023;Piracicaba
ID3211;10;1;1;3;29/06/2023;Marilia
ID3212;2;3;3;1;01/12/2023;Ribeirao Preto
ID3213;6;5;3;4;07/10/2023;Bauru
ID3214;9;3;4;5;12/09/2023;Piracicaba
ID3215;8;5;1;4;17/01/2023;Marilia
ID3216;2;1;5;5;12/06/2023;Ribeirao Preto
ID3217;2;2;5;3;30/12/2023;Bauru
ID3218;2;1;1;5;22/09/2023;Piracicaba
ID3219;7;5;3;1;13/06/2023;Marilia
ID3220;8;5;4;4;23/03/2023;Ribeirao Preto
ID3221;2;4;1;2;16/05/2023;Bauru
ID3222;6;4;2;1;07/03/2023;Piracicaba
ID3223;2;5;2;3;27/03/2023;Marilia
ID3224;2;4;5;3;01/06/2023;Ribeirao Preto
ID3225;6;5;3;2;16/12/2023;Bauru
ID3226;8;2;5;2;02/05/2023;Piracicaba
ID3227;9;4;4;5;15/12/2023;Marilia
ID3228;9;1;1;1;10/10/2023;Ribeirao Preto
ID3229;1;1;4;5;16/11/2023;Bauru
ID3230;9;5;1;1;11/11/2023;Piracicaba
ID3231;2;4;3;3;07/12/2023;Marilia
ID3232;2;2;5;2;25/12/2023;Ribeirao Preto
ID3233;10;4;2;3;27/06/2023;Bauru
ID3234;6;5;2;1;22/11/2023;Piracicaba
ID3235;2;1;1;4;16/04/2023;Marilia
ID3236;3;1;5;2;27/10/2023;Ribeirao Preto
ID3237;1;3;1;2;09/06/2023;Bauru
ID3238;2;3;1;4;12/06/2023;Piracicaba
ID3239;2;1;3;1;24/05/2023;Marilia
ID3240;6;2;4;4;13/06/2023;Ribeirao Preto
ID3241;6;2;3;1;13/06/2023;Bauru
ID3242;1;1;1;5;13/09/2023;Piracicaba
ID3243;10;3;5;4;09/03/2023;Marilia
ID3244;9;5;3;3;17/08/2023;Ribeirao Preto
ID3245;4;4;5;2;09/07/2023;Bauru
ID3246;10;1;5;1;17/07/2023;Piracicaba
ID3247;4;4;4;1;06/07/2023;Marilia
ID3248;7;2;3;3;31/05/2023;Ribeirao Preto
ID3249;9;3;4;1;26/08/2023;Bauru
ID3250;7;3;2;4;01/03/2023;Piracicaba
ID3251;10;3;1;3;29/01/2023;Marilia
ID3252;6;5;2;2;15/09/2023;Ribeirao Preto
ID3253;9;3;5;2;25/07/2023;Bauru
ID3254;4;1;2;2;26/09/2023;Piracicaba
ID3255;3;2;2;1;29/03/2023;Marilia
ID3256;1;4;1;5;17/08/2023;Ribeirao Preto
ID3257;6;5;4;5;30/12/2023;Bauru
ID3258;2;4;4;4;17/06/2023;Piracicaba
ID3259;6;2;1;5;26/09/2023;Marilia
ID3260;8;1;4;5;28/08/2023;Ribeirao Preto
ID3261;3;5;2;4;19/08/2023;Bauru
ID3262;7;4;5;1;16/09/2023;Piracicaba
ID3263;8;3;4;1;23/01/2023;Marilia
ID3264;8;2;3;5;14/10/2023;Ribeirao Preto
ID3265;6;3;3;5;02/07/2023;Bauru
ID3266;10;5;5;2;27/08/2023;Piracicaba
ID3267;4;5;3;4;25/02/2023;Marilia
ID3268;6;2;2;5;31/08/2023;Ribeirao Preto
ID3269;4;1;5;3;03/11/2023;Bauru
ID3270;9;3;5;2;18/07/2023;Piracicaba
ID3271;4;1;2;1;11/01/2023;Marilia
ID3272;8;3;2;3;04/01/2023;Ribeirao Preto
ID3273;7;1;3;2;09/02/2023;Bauru
ID3274;10;2;3;4;05/11/2023;Piracicaba
ID3275;4;4;3;1;31/10/2023;Marilia
ID3276;1;2;4;5;04/05/2023;Ribeirao Preto
ID3277;4;3;4;5;08/01/2023;Bauru
ID3278;4;5;1;5;15/03/2023;Piracicaba
ID3279;3;1;1;2;10/08/2023;Marilia
ID3280;1;3;5;4;28/03/2023;Ribeirao Preto
ID3281;2;3;3;5;01/11/2023;Bauru
ID3282;2;5;2;3;02/08/2023;Piracicaba
ID3283;4;3;1;2;07/04/2023;Marilia
ID3284;9;2;4;5;21/11/2023;Ribeirao Preto
ID3285;1;2;1;4;26/12/2023;Bauru
ID3286;1;5;1;5;30/10/2023;Piracicaba
ID3287;4;5;5;4;23/03/2023;Marilia
ID3288;10;4;4;3;09/10/2023;Ribeirao Preto
ID3289;3;2;5;3;26/12/2023;Bauru
ID3290;4;3;2;2;10/11/2023;Piracicaba
ID3291;1;1;3;1;16/01/2023;Marilia
ID3292;7;3;1;1;22/10/2023;Ribeirao Preto
ID3293;2;1;4;3;04/05/2023;Bauru
ID3294;4;5;1;1;28/01/2023;Piracicaba
ID3295;10;5;5;3;22/06/2023;Marilia
ID3296;6;2;5;3;07/04/2023;Ribeirao Preto
ID3297;5;4;4;2;11/10/2023;Bauru
ID3298;3;5;5;3;14/09/2023;Piracicaba
ID3299;3;1;1;1;27/05/2023;Marilia
ID3300;2;3;1;1;14/11/2023;Ribeirao Preto
ID3301;8;2;4;2;03/06/2023;Bauru
ID3302;4;1;3;3;27/04/2023;Piracicaba
ID3303;10;3;3;2;14/02/2023;Marilia
ID3304;10;4;4;3;17/10/2023;Ribeirao Preto
ID3305;9;5;1;1;14/04/2023;Bauru
ID3306;7;2;2;4;30/12/2023;Piracicaba
ID3307;5;5;4;2;22/06/2023;Marilia
ID3308;3;2;5;1;11/11/2023;Ribeirao Preto
ID3309;5;1;3;5;01/08/2023;Bauru
ID3310;6;5;5;3;17/06/2023;Piracicaba
ID3311;4;4;3;5;25/03/2023;Marilia
ID3312;3;3;2;5;04/01/2023;Ribeirao Preto
ID3313;7;4;3;5;09/07/2023;Bauru
ID3314;9;3;3;1;07/05/2023;Piracicaba
ID3315;8;3;1;1;28/12/2023;Marilia
ID3316;6;4;1;1;27/08/2023;Ribeirao Preto
ID3317;2;1;3;2;04/12/2023;Bauru
ID3318;8;4;3;1;24/11/2023;Piracicaba
ID3319;4;3;2;4;21/12/2023;Marilia
ID3320;2;5;3;3;22/01/2023;Ribeirao Preto
ID3321;2;2;4;4;09/03/2023;Bauru
ID3322;6;1;4;5;09/11/2023;Piracicaba
ID3323;3;3;2;5;17/03/2023;Marilia
ID3324;10;2;3;2;23/08/2023;Ribeirao Preto
ID3325;3;3;5;1;23/10/2023;Bauru
ID3326;2;2;3;1;06/07/2023;Piracicaba
ID3327;6;4;5;3;10/11/2023;Marilia
ID3328;5;2;5;2;08/12/2023;Ribeirao Preto
ID3329;2;2;5;2;10/11/2023;Bauru
ID3330;7;4;4;5;03/07/2023;Piracicaba
ID3331;8;5;4;1;07/01/2023;Marilia
ID3332;5;4;1;2;07/08/2023;Ribeirao Preto
ID3333;10;5;2;2;13/09/2023;Bauru
ID3334;5;5;4;5;04/02/2023;Piracicaba
ID3335;1;2;4;1;04/06/2023;Marilia
ID3336;9;5;2;1;13/05/2023;Ribeirao Preto
ID3337;7;4;3;5;28/01/2023;Bauru
ID3338;3;4;2;4;25/08/2023;Piracicaba
ID3339;10;4;2;1;25/08/2023;Marilia
ID3340;1;2;4;5;22/10/2023;Ribeirao Preto
ID3341;1;3;4;3;15/11/2023;Bauru
ID3342;4;1;1;1;13/01/2023;Piracicaba
ID3343;9;2;4;4;16/01/2023;Marilia
ID3344;10;5;2;5;05/08/2023;Ribeirao Preto
ID3345;6;3;5;4;14/06/2023;Bauru
ID3346;2;3;2;2;29/07/2023;Piracicaba
ID3347;2;2;3;2;15/12/2023;Marilia
ID3348;5;1;5;3;13/02/2023;Ribeirao Preto
ID3349;5;2;3;2;17/08/2023;Bauru
ID3350;3;3;3;2;26/07/2023;Piracicaba
ID3351;6;2;3;4;05/06/2023;Marilia
ID3352;7;2;1;2;14/04/2023;Ribeirao Preto
ID3353;2;2;4;2;13/06/2023;Bauru
ID3354;4;4;3;3;22/02/2023;Piracicaba
ID3355;8;4;5;1;03/02/2023;Marilia
ID3356;3;2;4;4;29/07/2023;Ribeirao Preto
ID3357;1;3;3;1;03/10/2023;Bauru
ID3358;4;1;5;2;03/03/2023;Piracicaba
ID3359;6;3;3;5;16/10/2023;Marilia
ID3360;2;3;5;1;16/06/2023;Ribeirao Preto
ID3361;1;4;2;5;28/03/2023;Bauru
ID3362;3;2;1;4;23/03/2023;Piracicaba
ID3363;8;1;1;5;28/10/2023;Marilia
ID3364;4;4;5;2;01/10/2023;Ribeirao Preto
ID3365;1;4;1;3;07/05/2023;Bauru
ID3366;1;4;4;1;08/03/2023;Piracicaba
ID3367;5;4;1;4;22/01/2023;Marilia
ID3368;5;5;5;5;05/04/2023;Ribeirao Preto
ID3369;8;1;4;1;16/01/2023;Bauru
ID3370;6;3;5;4;05/01/2023;Piracicaba
ID3371;8;2;1;4;01/09/2023;Marilia
ID3372;7;1;5;2;13/03/2023;Ribeirao Preto
ID3373;7;2;1;3;28/09/2023;Bauru
ID3374;6;1;2;1;26/03/2023;Piracicaba
ID3375;5;2;5;3;18/10/2023;Marilia
ID3376;9;2;2;1;19/03/2023;Ribeirao Preto
ID3377;4;2;2;1;31/12/2023;Bauru
ID3378;5;3;3;2;04/11/2023;Piracicaba
ID3379;1;4;1;2;30/10/2023;Marilia
ID3380;10;4;1;2;02/11/2023;Ribeirao Preto
ID3381;8;3;3;3;10/05/2023;Bauru
ID3382;3;3;2;5;06/03/2023;Piracicaba
ID3383;5;3;4;4;31/07/2023;Marilia
ID3384;5;1;4;1;21/08/2023;Ribeirao Preto
ID3385;4;3;3;4;08/08/2023;Bauru
ID3386;5;3;4;2;13/09/2023;Piracicaba
ID3387;2;5;5;5;08/03/2023;Marilia
ID3388;9;4;5;3;20/04/2023;Ribeirao Preto
ID3389;5;3;3;5;18/10/2023;Bauru
ID3390;1;2;5;1;20/01/2023;Piracicaba
ID3391;1;5;4;3;21/12/2023;Marilia
ID3392;8;5;1;1;28/06/2023;Ribeirao Preto
ID3393;5;3;2;4;19/04/2023;Bauru
ID3394;1;4;2;2;11/05/2023;Piracicaba
ID3395;3;1;2;3;21/01/2023;Marilia
ID3396;2;4;4;4;24/07/2023;Ribeirao Preto
ID3397;8;3;5;5;30/06/2023;Bauru
ID3398;3;3;3;5;19/12/2023;Piracicaba
ID3399;6;5;5;1;18/01/2023;Marilia
ID3400;5;4;4;2;11/05/2023;Ribeirao Preto
ID3401;4;2;2;3;22/12/2023;Bauru
ID3402;8;2;5;2;11/01/2023;Piracicaba
ID3403;4;1;3;4;24/05/2023;Marilia
ID3404;10;5;3;1;20/01/2023;Ribeirao Preto
ID3405;9;4;3;5;15/10/2023;Bauru
ID3406;5;5;3;3;07/12/2023;Piracicaba
ID3407;3;4;5;4;03/04/2023;Marilia
ID3408;5;4;3;3;14/02/2023;Ribeirao Preto
ID3409;7;3;5;2;16/11/2023;Bauru
ID3410;9;3;1;5;09/09/2023;Piracicaba
ID3411;8;1;3;4;09/07/2023;Marilia
ID3412;6;1;5;3;04/08/2023;Ribeirao Preto
ID3413;9;4;3;5;20/08/2023;Bauru
ID3414;3;5;2;3;23/03/2023;Piracicaba
ID3415;3;1;4;1;28/10/2023;Marilia
ID3416;8;5;1;1;22/10/2023;Ribeirao Preto
ID3417;2;1;5;1;04/12/2023;Bauru
ID3418;2;4;5;3;12/08/2023;Piracicaba
ID3419;10;1;1;5;04/04/2023;Marilia
ID3420;3;1;5;4;25/10/2023;Ribeirao Preto
ID3421;9;2;2;5;28/06/2023;Bauru
ID3422;6;2;1;5;09/10/2023;Piracicaba
ID3423;2;4;4;2;21/10/2023;Marilia
ID3424;3;5;2;5;28/04/2023;Ribeirao Preto
ID3425;2;4;2;4;07/03/2023;Bauru
ID3426;2;3;2;3;25/12/2023;Piracicaba
ID3427;6;3;1;3;03/11/2023;Marilia
ID3428;1;1;3;2;23/12/2023;Ribeirao Preto
ID3429;8;5;5;2;11/10/2023;Bauru
ID3430;5;5;2;2;26/02/2023;Piracicaba
ID3431;9;5;4;2;12/05/2023;Marilia
ID3432;3;4;4;5;25/02/2023;Ribeirao Preto
ID3433;3;2;4;2;02/09/2023;Bauru
ID3434;2;2;2;1;12/09/2023;Piracicaba
ID3435;1;4;4;5;28/03/2023;Marilia
ID3436;8;4;4;4;14/08/2023;Ribeirao Preto
ID3437;8;2;4;4;19/09/2023;Bauru
ID3438;7;5;1;3;13/11/2023;Piracicaba
ID3439;8;1;3;2;30/12/2023;Marilia
ID3440;10;3;4;3;09/07/2023;Ribeirao Preto
ID3441;1;4;1;5;09/04/2023;Bauru
ID3442;9;4;3;4;13/06/2023;Piracicaba
ID3443;7;1;5;3;20/11/2023;Marilia
ID3444;6;4;1;1;12/09/2023;Ribeirao Preto
ID3445;2;1;2;1;17/06/2023;Bauru
ID3446;6;4;4;1;05/04/2023;Piracicaba
ID3447;2;5;2;2;18/09/2023;Marilia
ID3448;4;4;1;1;17/10/2023;Ribeirao Preto
ID3449;2;4;5;3;22/06/2023;Bauru
ID3450;6;5;2;3;10/03/2023;Piracicaba
ID3451;6;4;5;2;23/09/2023;Marilia
ID3452;3;4;1;1;21/06/2023;Ribeirao Preto
ID3453;2;3;4;3;01/03/2023;Bauru
ID3454;8;5;2;5;24/04/2023;Piracicaba
ID3455;4;4;2;4;30/04/2023;Marilia
ID3456;9;4;2;2;10/03/2023;Ribeirao Preto
ID3457;6;2;3;2;22/09/2023;Bauru
ID3458;2;3;5;3;14/01/2023;Piracicaba
ID3459;1;5;4;2;01/09/2023;Marilia
ID3460;9;1;3;2;26/02/2023;Ribeirao Preto
